 time            V_out           ID              V_load          I_load         
 1.97280000e-06 -2.14330272e-08  0.00000000e+00  4.38791465e-02  4.15721028e-06 
 1.98280000e-06 -2.14142796e-08  0.00000000e+00  4.14706062e-02  3.89605691e-06 
 1.99280000e-06 -2.14327750e-08  0.00000000e+00  3.88592716e-02  3.61466396e-06 
 2.00280000e-06 -2.14142405e-08  0.00000000e+00  3.60462531e-02  3.31328480e-06 
 2.01280000e-06 -2.14325192e-08  0.00000000e+00  3.30341798e-02  2.99234383e-06 
 2.02280000e-06 -2.14142014e-08  0.00000000e+00  2.98273756e-02  2.65245089e-06 
 2.03280000e-06 -2.14309951e-08  0.00000000e+00  2.64320002e-02  2.29441161e-06 
 2.04280000e-06 -2.14139492e-08  0.00000000e+00  2.28561493e-02  1.91923315e-06 
 2.05280000e-06 -2.14308210e-08  0.00000000e+00  1.91099100e-02  1.52812493e-06 
 2.06280000e-06 -2.14139421e-08  0.00000000e+00  1.52053684e-02  1.12249457e-06 
 2.07280000e-06 -2.14305936e-08  0.00000000e+00  1.11565678e-02  7.03938945e-07 
 2.08280000e-06 -2.14139030e-08  0.00000000e+00  6.97942250e-03  2.74231022e-07 
 2.09280000e-06 -2.14303627e-08  0.00000000e+00  2.69158721e-03 -1.64697109e-07 
 2.10280000e-06 -2.14138568e-08  0.00000000e+00 -1.68770875e-03 -6.10774236e-07 
 2.11280000e-06 -2.14301211e-08  0.00000000e+00 -6.13785802e-03 -1.06181229e-06 
 2.12280000e-06 -2.14138000e-08  0.00000000e+00 -1.06370941e-02 -1.51553012e-06 
 2.13280000e-06 -2.14298724e-08  0.00000000e+00 -1.51627250e-02 -1.96957797e-06 
 2.14280000e-06 -2.14137502e-08  0.00000000e+00 -1.96913751e-02 -2.42156205e-06 
 2.15280000e-06 -2.14296415e-08  0.00000000e+00 -2.41992271e-02 -2.86906857e-06 
 2.16280000e-06 -2.14137040e-08  0.00000000e+00 -2.86622602e-02 -3.30968678e-06 
 2.17280000e-06 -2.14294141e-08  0.00000000e+00 -3.30564781e-02 -3.74103063e-06 
 2.18280000e-06 -2.14136614e-08  0.00000000e+00 -3.73581244e-02 -4.16075889e-06 
 2.19280000e-06 -2.14291903e-08  0.00000000e+00 -4.15438827e-02 -4.56659347e-06 
 2.20280000e-06 -2.14136117e-08  0.00000000e+00 -4.55910590e-02 -4.95633595e-06 
 2.21280000e-06 -2.14289523e-08  0.00000000e+00 -4.94777470e-02 -5.32788225e-06 
 2.22280000e-06 -2.14135548e-08  0.00000000e+00 -5.31829752e-02 -5.67923561e-06 
 2.23280000e-06 -2.14287178e-08  0.00000000e+00 -5.66868366e-02 -6.00851785e-06 
 2.24280000e-06 -2.14134980e-08  0.00000000e+00 -5.99706021e-02 -6.31397912e-06 
 2.25280000e-06 -2.14284904e-08  0.00000000e+00 -6.30168183e-02 -6.59400617e-06 
 2.26280000e-06 -2.14134447e-08  0.00000000e+00 -6.58093913e-02 -6.84712939e-06 
 2.27280000e-06 -2.14282595e-08  0.00000000e+00 -6.83336573e-02 -7.07202867e-06 
 2.28280000e-06 -2.14133878e-08  0.00000000e+00 -7.05764421e-02 -7.26753824e-06 
 2.29280000e-06 -2.14280286e-08  0.00000000e+00 -7.25261103e-02 -7.43265062e-06 
 2.30280000e-06 -2.14133274e-08  0.00000000e+00 -7.41726047e-02 -7.56651977e-06 
 2.31280000e-06 -2.14278012e-08  0.00000000e+00 -7.55074792e-02 -7.66846352e-06 
 2.32280000e-06 -2.14132777e-08  0.00000000e+00 -7.65239229e-02 -7.73796543e-06 
 2.33280000e-06 -2.14275951e-08  0.00000000e+00 -7.72167793e-02 -7.77467607e-06 
 2.34280000e-06 -2.14132386e-08  0.00000000e+00 -7.75825594e-02 -7.77841380e-06 
 2.35280000e-06 -2.14273820e-08  0.00000000e+00 -7.76194496e-02 -7.74916514e-06 
 2.36280000e-06 -2.14131853e-08  0.00000000e+00 -7.73273157e-02 -7.68708461e-06 
 2.37280000e-06 -2.14271653e-08  0.00000000e+00 -7.67077015e-02 -7.59249426e-06 
 2.38280000e-06 -2.14131320e-08  0.00000000e+00 -7.57638236e-02 -7.46588267e-06 
 2.39280000e-06 -2.14269521e-08  0.00000000e+00 -7.45005618e-02 -7.30790351e-06 
 2.40280000e-06 -2.14130788e-08  0.00000000e+00 -7.29244442e-02 -7.11937356e-06 
 2.41280000e-06 -2.14267318e-08  0.00000000e+00 -7.10436274e-02 -6.90127025e-06 
 2.42280000e-06 -2.14130219e-08  0.00000000e+00 -6.88678714e-02 -6.65472844e-06 
 2.43280000e-06 -2.14265187e-08  0.00000000e+00 -6.64085071e-02 -6.38103655e-06 
 2.44280000e-06 -2.14129651e-08  0.00000000e+00 -6.36783970e-02 -6.08163184e-06 
 2.45280000e-06 -2.14263055e-08  0.00000000e+00 -6.06918874e-02 -5.75809469e-06 
 2.46280000e-06 -2.14129011e-08  0.00000000e+00 -5.74647510e-02 -5.41214186e-06 
 2.47280000e-06 -2.14260923e-08  0.00000000e+00 -5.40141183e-02 -5.04561854e-06 
 2.48280000e-06 -2.14128478e-08  0.00000000e+00 -5.03583979e-02 -4.66048900e-06 
 2.49280000e-06 -2.14258827e-08  0.00000000e+00 -4.65171820e-02 -4.25882580e-06 
 2.50280000e-06 -2.14127839e-08  0.00000000e+00 -4.25111381e-02 -3.84279743e-06 
 2.51280000e-06 -2.14256625e-08  0.00000000e+00 -3.83618847e-02 -3.41465418e-06 
 2.52280000e-06 -2.14127199e-08  0.00000000e+00 -3.40918498e-02 -2.97671228e-06 
 2.53280000e-06 -2.14254458e-08  0.00000000e+00 -2.97241118e-02 -2.53133628e-06 
 2.54280000e-06 -2.14126453e-08  0.00000000e+00 -2.52822236e-02 -2.08091963e-06 
 2.55280000e-06 -2.14252290e-08  0.00000000e+00 -2.07900191e-02 -1.62786373e-06 
 2.56280000e-06 -2.14125814e-08  0.00000000e+00 -1.62714037e-02 -1.17455547e-06 
 2.57280000e-06 -2.14250230e-08  0.00000000e+00 -1.17501320e-02 -7.23343773e-07 
 2.58280000e-06 -2.14125245e-08  0.00000000e+00 -7.24957488e-03 -2.76515486e-07 
 2.59280000e-06 -2.14248169e-08  0.00000000e+00 -2.79248033e-03  1.63728873e-07 
 2.60280000e-06 -2.14124606e-08  0.00000000e+00  1.59926541e-03  5.95298784e-07 
 2.61280000e-06 -2.14246144e-08  0.00000000e+00  5.90487156e-03  1.01623614e-06 
 2.62280000e-06 -2.14123931e-08  0.00000000e+00  1.01048631e-02  1.42473565e-06 
 2.63280000e-06 -2.14243977e-08  0.00000000e+00  1.41812811e-02  1.81916238e-06 
 2.64280000e-06 -2.14123149e-08  0.00000000e+00  1.81178546e-02  2.19806590e-06 
 2.65280000e-06 -2.14241845e-08  0.00000000e+00  2.19001384e-02  2.56019016e-06 
 2.66280000e-06 -2.14122439e-08  0.00000000e+00  2.55156098e-02  2.90447894e-06 
 2.67280000e-06 -2.14239749e-08  0.00000000e+00  2.89537208e-02  3.23007631e-06 
 2.68280000e-06 -2.14121728e-08  0.00000000e+00  3.22059026e-02  3.53632239e-06 
 2.69280000e-06 -2.14237689e-08  0.00000000e+00  3.52655231e-02  3.82274428e-06 
 2.70280000e-06 -2.14120982e-08  0.00000000e+00  3.81277984e-02  4.08904292e-06 
 2.71280000e-06 -2.14235593e-08  0.00000000e+00  4.07896629e-02  4.33507612e-06 
 2.72280000e-06 -2.14120272e-08  0.00000000e+00  4.32496044e-02  4.56083891e-06 
 2.73280000e-06 -2.14233568e-08  0.00000000e+00  4.55074702e-02  4.76644171e-06 
 2.74280000e-06 -2.14119525e-08  0.00000000e+00  4.75642538e-02  4.95208742e-06 
